item_id;vectors
1142;-0.26780057|0.17714581|0.44925484|0.47219485|0.16549726|0.73519266|0.2462956|0.23131584|-0.46409944|-0.028391898|0.37452006|-0.14986697|-0.3395585|0.24593548|0.36560524|-0.29158583|-0.26703313|-0.47514492|-0.28653592|0.33992222|0.11453904|0.3185668|0.3641366|0.27688867|-0.037359536|0.31991047|-0.3300664|0.4333372|0.023520947|-0.1481511|-0.14434662|0.23274657|-0.47351837|0.66446716|0.52426577|1.0797056|0.5441102|0.17548749|-0.16707069|-0.5789547|-0.10879955|-0.12706564|-0.69238347|-0.13541111|0.26954824|-0.43778262|-0.7836113|0.51054794|0.35497612|0.17981598|-0.117180645|0.5737113|0.19825903|0.31449562|-0.8296021|0.39010608|0.68566775|-0.05600033|-0.6807792|-0.05029112|0.8149421|0.47219867|0.04664682|0.23352481|-0.28316587|0.56416273|0.17551841|-1.3525187|0.5705142|1.1913748|-0.4477695|0.31219977|-0.7260502|-1.095801|0.45517755|-0.6468781|-0.030745547|0.21394007|0.5284066|0.5374199|-0.75968754|0.16888438|-0.600318|0.3235907|0.28076494|0.060933545|0.5003438|0.07676424|0.47647747|0.58812946|0.29892457|-0.42846602|-0.13833544|-0.54183877|-0.5819253|1.0271862|0.1613776|-0.100780904|-0.5390847|0.09256092
1143;0.24420916|1.0031791|0.10391414|0.5548444|0.5756688|1.1517065|0.9663727|0.21764411|-0.50198203|0.27116117|0.40747303|-0.60161614|0.40667495|0.24233653|0.019150332|-0.07663266|-0.2529243|-0.04333827|-1.2408799|0.19683343|0.19497989|0.54261374|0.82216084|0.055762023|-0.15744446|0.7891375|-0.342192|-0.24298495|-0.39231795|-0.48419008|-0.15900356|-0.7647786|-0.95985746|0.54678875|0.4801151|0.88750285|0.4819701|0.81552637|-0.19667199|-0.89407384|-1.2388233|0.34912187|-0.6930896|0.016366223|0.5655617|-0.2767409|-0.95783|1.386057|0.3714235|0.99803543|-0.36197093|0.12803182|0.22669956|1.0555494|-0.18555275|0.70694864|1.1442752|-0.5680893|-0.29312247|0.9593617|0.4972225|0.58859885|-0.20898287|0.16966611|0.46654528|0.31067494|0.15183611|-0.55874807|-0.16743189|1.1559103|-0.6299048|0.7365304|-0.5488764|-1.033072|-0.009833127|0.24165136|-0.6719422|0.0140886605|0.75027037|1.2701194|-0.95041835|0.44597086|-0.026545826|0.4190418|0.8238471|0.8677319|-0.05238238|-0.074660376|-0.077913135|1.3784826|0.6524099|0.075430766|-0.3277411|-0.42453992|-0.18390733|1.0292954|1.0186875|-0.4326003|-0.2116743|0.5383197
1144;0.03905651|0.35171545|0.07194963|0.3731115|-0.13013327|0.6868994|0.16408554|-0.1434598|-0.21222647|0.12136882|0.26201832|-0.22721538|-0.2291796|0.38560098|0.051852986|-0.13948159|-0.29819182|-0.019464046|-0.1379066|0.3395913|-0.003676325|0.12127969|0.3003692|0.41185886|-0.008948162|0.77537775|-0.5434244|0.2116083|0.11018124|0.4138336|-0.26553458|-0.20153472|-0.27829337|0.081277415|-0.09632087|0.4746726|0.18997674|0.47737217|-0.1288438|-0.5018011|-0.32532546|0.17458731|-0.7086489|-0.033851173|0.2401566|-0.2760142|-0.2537776|0.5301915|0.06340528|0.38523763|0.4087677|0.4240793|0.25795597|0.8015699|-0.4306625|0.54441303|1.0151138|-0.14634633|-0.33427843|0.33874062|0.59459126|0.49100494|-0.25688165|0.057541713|0.1599711|0.42724895|0.56540084|-0.44217393|0.052273795|0.9433607|-0.49186403|0.016741142|-0.7344663|-0.57140875|0.3420076|-0.059113055|-0.40358847|-0.6444901|0.4028903|0.33374444|-0.7789462|0.4285245|-0.18938902|-0.014167231|0.45346394|0.585087|0.4958163|0.19596563|0.2500671|0.21391454|-0.3148063|-0.33710468|0.17916527|-0.67914736|0.00306952|0.3656903|0.17773224|0.13914955|-0.6160075|0.15199596
1145;-0.32625127|0.1628702|0.32745302|0.32840645|-0.19292076|0.25520265|0.4337029|-0.08671427|-0.25289202|0.32843974|-0.619767|-0.2630608|-0.2662714|0.30782235|0.38585687|-0.13916214|-0.12956993|-0.059745938|-0.30266383|0.30993298|0.050879546|0.12849858|0.20077525|0.51234895|-0.044614926|0.71637285|-0.30555144|0.345378|0.31642193|0.48723772|-0.060331047|-0.05655369|-0.4060369|0.043563664|0.12301268|0.7823926|0.3387178|0.35373315|-0.05696386|-0.35635224|0.0022473782|-0.31045502|-0.8656434|-0.17054744|-0.024009585|-0.6618223|-0.5509579|0.7042238|0.08660509|0.43121395|0.22281511|0.25191987|0.17826325|0.55688727|-0.33570746|0.7673648|0.7372162|0.15183714|-0.4947744|0.13609701|0.20020817|0.609056|-0.6123693|0.29469877|-0.108033136|0.5836341|0.55435157|-0.6151278|0.28719074|0.5702257|-0.5994408|-0.17480096|-1.1503537|-0.5087149|0.3031746|-0.516025|-0.059551664|-0.29572412|0.23041014|0.4275323|-0.6170112|0.41977766|-0.2535294|-0.021617271|0.63483036|0.63188404|0.37678844|0.22823827|-0.019227952|0.086081326|-0.19161935|-0.085507214|-0.40421352|-0.44598725|-0.3483476|0.4029045|-0.0720143|-0.42888835|-0.59831667|0.048852503
1146;-0.4056837|0.33915|0.1245739|0.72931254|-0.2912168|0.27914798|0.39189634|-0.5101533|-0.6089522|-0.102982104|-0.03600214|-0.61728966|-0.33600226|0.4668384|0.16786028|0.28349897|-0.22464705|-0.5096907|-0.30364504|0.012007624|0.2647527|0.63702893|0.42395136|-0.16721386|-0.3177452|0.66858363|-0.22491245|0.01624015|0.58943415|-0.09411508|-0.8338125|-0.08015038|-0.37622297|0.5917527|0.3389349|0.2774584|0.179035|0.13353701|0.071097836|-0.28672078|-0.1832185|-0.002442196|-0.12162647|0.14167295|0.04260534|-0.39358407|-0.5939269|0.7090989|0.120285355|0.29103112|0.3804233|0.38621044|-0.010832578|0.4485387|0.3880104|0.4587677|0.7780427|0.14098084|-0.21596448|0.21232489|0.26085466|0.31565467|-0.0602445|0.3251968|0.172484|-0.096608475|0.508497|-0.38494453|0.051190957|0.70392954|-0.09084007|0.00017631054|-0.03900069|-0.8432653|0.20443645|-0.3361786|-0.02485203|-0.050998136|0.300616|0.45699286|-0.4466728|-0.07951489|0.13352717|0.10494644|0.46184674|0.06587939|-0.06306851|0.4583922|0.4102035|0.67545784|0.20522659|-0.45524877|0.00053425133|-0.5003865|-0.28396684|0.37495583|-0.045154274|0.04728079|-0.6252935|0.75306684
1147;-0.3117052|0.09620759|0.3190644|0.49099934|-0.4794521|0.39478567|0.41715097|-0.6086619|-0.5295643|0.074154265|-0.057462268|-0.5594499|-0.6768526|0.22937253|0.598836|0.16927265|0.3026682|-0.47974378|0.123613596|0.6444635|0.4885077|-0.06456262|0.3408832|0.25168368|-0.097163655|0.49065304|0.15664451|0.5569386|0.23356119|0.70842123|-0.30487663|-0.1561071|-0.5247386|0.4942907|0.31515336|0.55625844|0.6196594|0.32456332|0.16008973|-0.9045546|-0.40312514|0.03167119|-0.43873015|0.010770721|0.5368389|0.19528121|-0.71912|0.5685406|0.247078|0.5356637|0.6878117|0.47496718|-0.058426052|0.16908002|-0.37218717|0.39004737|0.7526465|-0.64609975|-0.19237934|0.51742256|0.52679694|0.53237975|-0.50884944|0.2901828|0.14670086|0.28839743|0.12593511|-0.30336922|0.08112913|0.31966275|-0.38576546|0.3725828|-0.8457732|-0.68808126|0.5539539|-0.28474933|-0.6741986|-0.44705638|0.036268488|0.5189225|-0.8933015|-0.19651529|-0.5888934|-0.144312|0.35999393|0.23495305|0.07491164|0.50729346|0.5377146|0.3069812|-0.06327796|-0.49592346|-0.3368976|-0.64985836|-0.5922528|0.50867844|0.3784045|-0.7334557|-0.2507568|0.21691686
1148;-0.03779562|0.21843234|0.07602848|0.53284305|-0.042891737|0.70256245|-0.42884722|0.06705867|-0.10123733|0.59979504|-0.3572875|-0.73726636|-0.32728237|0.6901791|0.38181156|0.2883902|-0.23353873|-0.6845038|-0.7324765|-0.23115379|0.4747563|0.26593298|0.5563106|0.0413374|-0.5082102|0.20930505|0.032809574|0.6635655|0.25134993|0.4549563|-0.81773615|-0.07478147|-0.16269252|0.14525926|0.3563019|0.8019104|0.28337586|0.027062818|-0.03628856|0.10133836|0.20686275|-0.014810264|-0.87643695|0.15701856|0.30478317|-0.95949763|-0.49487835|0.23515856|-0.6641619|0.90574193|0.37741935|0.103019655|0.20167825|0.39588213|-0.7595995|0.23313972|0.590049|-0.39873523|-0.09856391|-0.2574237|0.26216248|0.5639251|0.13800366|0.65382046|0.3151302|-0.024262145|0.18332158|-0.32408977|0.67050976|0.59808385|-0.6959282|-0.13650656|-1.2138797|-0.9087883|0.460695|-0.29649496|0.49832797|-0.37121177|0.04462561|0.010709643|-0.92356986|0.33537886|-0.11006771|0.59232473|0.49598184|0.047690734|-0.13606702|-0.16614465|0.30394107|0.07610193|0.05455474|-0.27823448|-0.6142302|-0.7085166|-1.0391954|-0.09227386|-0.25671187|-0.4564377|-0.70904386|-0.2791713
1149;-0.11334185|0.44769102|0.12262356|0.05598715|0.33509368|0.29537815|-0.19318703|0.103189036|-0.7293263|0.10375004|0.010843076|-0.10252124|-0.044607073|0.44450653|-0.18168299|-0.24171633|-0.40762496|-0.295107|-0.27036914|0.30162466|-0.23862086|0.7659|0.3868784|0.50827765|0.070830986|0.6886633|0.24687944|0.6251314|0.18596452|0.2756774|-0.24826132|-0.068441845|-0.63964546|0.35634035|-0.17825708|0.5976684|0.0029652119|0.35030988|-0.13137504|-0.022951305|-0.12848444|-0.15531416|-0.6080247|0.38155958|0.54049665|0.05451408|0.07124168|0.50149685|-0.24558374|0.16328427|-0.099262685|0.21802792|0.6121405|0.5573524|-0.63595915|0.9247395|1.0386229|-0.5077212|-0.15123832|0.24496523|0.60065836|0.21366775|-0.86048764|0.42508534|-0.49614745|0.25252435|0.22466247|-0.6315181|0.1547938|0.49918061|-0.52148616|0.15704393|-0.77059066|-0.5346531|0.23361042|-0.4336732|0.31746697|-0.27919546|0.39852592|0.4946448|-0.44131804|-0.10123846|-0.3124827|-0.12744257|0.49526885|0.2672042|0.59425515|0.32391495|0.123718634|0.13235115|-0.33527422|-0.05441673|-0.037212685|-0.9770026|-0.50967646|0.9823935|0.014019266|-0.014733404|0.083445966|0.55210316
1150;-0.18105793|0.3855887|0.34855157|0.34123722|0.14028905|0.35053608|0.34132135|-0.1557536|-0.013617188|0.19475263|-0.1644992|-0.66093045|-0.21936809|0.32913968|0.17517775|0.026414713|-0.29065043|-0.32409865|-0.31635106|0.14613599|0.18579224|0.22719236|0.45659053|0.13309155|-0.016226366|0.43784904|0.030580934|0.28499812|0.0550794|0.2569848|-0.90218246|0.17916557|-0.57677674|0.5411011|0.33469412|0.73566836|0.33908707|0.3792643|0.20996061|-0.46267784|0.035442837|0.15333349|-0.6893914|0.06187945|0.50989896|-0.5988115|-0.6817891|1.0098857|0.0072939135|0.17321426|0.37175882|0.5372663|0.10618885|0.88085234|-0.5652264|0.62238026|0.8925123|-0.5159378|-0.2061301|0.06042871|0.33193797|0.45591563|-0.43052977|0.71196|-0.22441767|0.25988305|0.105110414|-0.3419082|0.22561473|0.60968125|-0.2870986|0.10789657|-0.765125|-0.45679575|0.22662523|-0.4109388|-0.3768717|-0.5138648|0.15951127|0.56065977|-0.5935641|-0.23987788|-0.06983242|0.21105343|0.5859202|0.276385|-0.087633386|0.20187351|0.3199388|0.14635655|-0.28211808|-0.27296516|0.0096986|-0.39589697|-0.271739|0.48707238|0.038333785|-0.5307623|-0.47210547|0.32912272
1151;0.3207844|0.46577176|0.576143|-0.112846226|0.029773759|-0.15870059|0.3663152|-0.32390347|-0.50255454|0.092292294|-0.16399302|-0.19083184|-0.64151883|0.24963005|-0.10819779|-0.054668278|-0.3761046|-0.31466293|-0.6005564|0.5170809|0.24333969|-0.005934328|0.5839493|-0.22969118|0.03230238|0.7994388|0.24590658|0.1782709|0.09110117|0.2609522|-0.7577584|-0.15914805|-0.82606435|0.8835341|-0.29365745|0.94564235|0.88881|0.3622408|0.7818137|-0.3316212|-0.61405814|0.13612382|-0.07211071|-0.15968627|0.09671833|-0.13262613|-0.86845577|1.0150275|0.29388288|0.1586814|0.44816032|0.20520574|-0.3371277|0.31698826|-0.40668133|0.2530824|1.1363256|0.09705376|-0.08809647|0.7143199|0.48154253|0.26386473|-0.3400502|0.26829365|-0.02964747|0.2902397|0.32331336|-0.5485611|0.58764|0.27854577|-0.32158485|-0.07354806|-1.020754|-0.73439866|0.005533427|-0.25859576|-0.5454258|-0.3701066|0.55841696|0.16356598|-0.6817685|0.18581894|-0.057173695|-0.4550708|0.17662326|0.72793627|-0.2787038|0.5355108|0.08714527|0.75977147|-0.3855851|-0.14039138|-0.12562019|-0.71850306|0.12897551|0.19421194|0.23449829|-0.5289214|-0.272909|0.43074524
1152;-0.15377909|0.1284005|0.30143762|0.0454244|-0.07234622|0.26032698|0.14104824|-0.279967|-0.41902593|0.147137|0.060293134|-0.7935313|-0.4994594|0.75852334|0.3741842|-0.18594283|-0.5522167|-0.23524338|-0.22366267|0.01583308|0.36422455|0.27061144|0.6426686|0.13945374|-0.20531629|0.7058161|-0.20950651|0.5585737|0.34407198|0.20855337|-0.47037584|-0.12771258|-0.20680386|0.21592619|0.43379343|0.6189899|0.6425673|0.1384322|0.14215791|-0.1429004|-0.020902112|0.37306195|-0.1665555|0.09920794|0.10545293|-0.2402667|-0.403964|0.40080133|-0.07326855|0.39434698|0.19348873|0.3254893|0.70593166|0.89230394|-0.29669338|-0.013242006|0.66356313|-0.14454913|-0.15605377|0.1987384|0.42840683|0.26535305|0.07083933|0.25711858|0.0722877|0.4009549|0.030697584|-0.18381912|0.31984583|0.4652961|-0.54364634|-0.39393014|-0.63783115|-0.7092054|0.4186941|-0.51891947|0.10200998|-0.30563825|0.19457027|0.4403615|-0.7018528|0.040283993|0.17740375|0.28914788|0.717138|-0.17789443|-0.14734283|0.5064048|0.60638225|0.37948304|-0.025787957|-0.45044953|-0.18848369|-0.57299954|-0.10683331|-0.31848156|-0.2797491|-0.38192365|-0.83753145|-0.280055
1153;-0.38548207|0.64297915|0.35288754|0.6285819|-0.47481886|0.1917325|0.41803205|0.03078492|-0.464696|-0.14450145|-0.56162924|-0.39285684|-0.25848818|0.95219696|0.5897947|0.36221683|-0.30238873|-0.65070164|-0.39428383|0.13802603|0.5372074|0.552777|0.4244457|-0.12672725|-0.070103295|0.95593345|0.18321149|0.6853517|0.3801533|-0.10887131|0.0059812963|-0.5376167|0.06454748|0.18300435|0.05711651|0.5408233|0.30101922|0.21995357|0.05314071|-0.5219023|-0.09534428|0.13050787|-0.41873914|-0.37801334|0.09035904|-0.1816157|-0.28188586|0.52908397|-0.17490667|0.5976473|0.60604495|0.1369966|0.4352671|0.93493485|0.22372213|0.32514596|0.96481365|0.18525961|-0.16250667|0.46385467|0.24774936|0.4323243|-0.3608135|0.4633131|0.47329557|0.22436178|0.2961391|-0.78624856|0.2758614|0.34022143|0.13102272|-0.10703127|-1.0533587|-0.98431575|-0.117257506|-0.26925477|-0.18640894|-0.6606124|0.06031911|0.10755965|-0.67108|-0.28162852|-0.22546975|-0.37528408|0.36095202|0.5657127|-0.0013745949|0.44709843|0.2784744|0.49730632|-0.20043096|0.069370374|-0.15661447|-0.4841801|-0.89794517|0.54679954|0.51843596|-0.50699806|-0.61574423|0.18119773
1154;-0.1878998|0.13320754|0.040589914|0.28505638|-0.40557194|-0.09691954|0.35649672|-0.31081527|-0.07025719|-0.1528486|-0.23850462|-0.9650845|-0.28127676|0.26779187|0.30814856|-0.070079476|-0.48718232|-0.90826166|-0.010063887|0.25163126|0.38342673|0.5028751|0.22484645|0.10792282|-0.19384232|0.8122207|0.060788002|0.18544973|0.27855557|0.098191865|-0.38322303|-0.0052327663|-0.13829754|0.11467936|0.73287296|0.6659305|0.438227|-0.058502644|0.42942423|-0.0773319|0.09616134|0.40100735|-0.25400218|-0.35812974|-0.059290007|-0.67541313|-0.34237388|0.23093218|-0.31854707|0.8694571|0.1929192|0.17050704|0.34635216|0.8625324|-0.17734116|0.26388016|0.56258345|-0.16024607|-0.28482223|0.2245778|0.5209936|0.26026815|-0.14175236|0.032295898|0.29200062|0.17151786|0.06774442|-0.26707|0.22527152|0.52332145|-0.3147309|-0.33795965|-0.75666237|-0.48926747|0.43862462|-0.1794442|0.017812103|-0.313253|0.019019902|0.17751645|-0.33952963|-0.11708242|0.06887266|-0.08498826|1.0082645|0.2235524|-0.07483302|0.01222764|0.42488945|0.43508676|0.18930075|-0.34732968|-0.49590155|-0.18256445|-0.5862497|0.32350194|-0.01333113|-0.040359676|-0.60682195|0.212881
1155;-0.19430423|0.6261624|0.06031072|0.22039491|-0.11714769|-0.029153198|0.18243459|-0.361392|-0.13057226|-0.4081686|-0.10809876|-1.0420806|-0.30861488|0.3625336|0.603121|0.058561742|-0.5337088|-1.1989431|-0.1938149|0.34357297|0.45099032|-0.13971004|0.29855144|-0.21605298|0.11944659|0.85484874|-0.14304675|0.19646421|0.5054653|0.34510162|-0.35104394|0.174234|-0.25348097|0.18384574|0.2532199|0.71130675|0.39960328|-0.048567444|0.3301443|-0.43123645|0.45985284|-0.0020209774|-0.14556402|-0.48153645|-0.32382262|-0.9364261|-0.25325954|-0.083514094|-0.38295555|0.9481105|0.26315507|0.16095455|0.2711947|1.050893|0.0048056543|0.4993782|0.66110915|-0.09952287|0.22314857|0.040392727|0.20179643|0.14956002|-0.2723742|0.21818976|0.47260678|0.89196104|-0.022556141|-0.47098652|0.24118409|0.30883253|-0.56879914|-0.35764498|-0.88676053|-0.23083133|0.3002586|-0.23920466|0.17199995|-0.5406423|-0.40353146|0.0024177432|-0.46612227|-0.45593017|0.44074684|0.05898363|1.0056608|0.22668418|-0.54533434|-0.101651505|0.511721|0.5347638|0.1286191|-0.72828794|-0.43101054|-0.27600065|-0.2468687|0.11410622|-0.092673674|0.5971781|-0.4297866|0.3567268
1156;-0.43277287|0.12577662|0.5591414|-0.022072434|-0.16596569|0.57603085|0.39322722|-0.3710149|-0.44458026|-0.1679385|0.1840599|-0.45037165|-0.6235787|0.3500087|0.2836179|-0.2586445|-0.4750728|-0.6354113|-0.57087886|0.13901497|0.43313807|0.7190255|0.53863746|0.24352679|-0.002478093|0.42173177|0.14517508|0.34709615|0.595815|0.38592473|-0.10204631|0.041273072|-0.40181592|0.3793229|0.9474324|0.3618249|0.43853188|0.34673318|-0.07452966|-0.2092902|0.5564881|-0.32145745|0.21503651|-0.11668937|0.10220743|0.0515531|-0.45612764|0.43346548|-0.011724422|0.5162693|0.48891762|0.5121866|0.4768762|0.97647357|-0.199557|0.44829425|0.34367767|-0.36086202|-0.05504556|0.18920979|0.4221674|0.34016767|-0.53656554|0.25567523|0.19610837|0.74086726|0.21722084|-0.8364496|0.42948815|0.39270633|-0.44258577|0.054745294|-0.85081595|-0.35558277|0.099125326|-0.1942308|0.026029475|-0.49158865|0.1883029|0.274296|-0.58903885|0.26206154|-0.20754392|-0.18579581|0.3866704|-0.10195814|-0.022255287|-0.06708042|0.69267213|-0.03136757|0.39018357|-0.18913674|-0.31945285|0.14306849|-0.63479334|0.28437418|0.44044805|-0.3035056|-0.24984609|0.10044536
1157;-0.23352964|0.24283254|0.043513745|0.32106024|-0.32328367|0.024830937|0.42491448|-0.37001598|-0.059196025|-0.3290111|-0.27268088|-0.89954144|-0.15897253|0.3027527|0.10963237|-0.25346914|-0.38367704|-0.9414889|0.028517976|0.19071476|0.268336|0.47210383|0.20311269|0.010591298|-0.04524836|0.800581|-0.045571376|0.23134282|0.37363207|0.25525215|-0.33629417|-0.16489826|-0.30763325|0.06869306|0.45836815|0.68434745|0.36491287|0.035498485|-0.001587376|-0.1620498|-0.070803076|0.42925924|-0.26441586|-0.26116502|-0.01998645|-0.8169154|-0.29522064|0.041711897|-0.3279224|0.755023|0.27810574|0.12231432|0.26906574|0.72915584|-0.09765446|0.24259788|0.5801716|0.015815124|0.017979309|0.106506675|0.49251068|0.08732243|-0.39258257|0.13876632|0.3862365|0.19260755|0.18077663|-0.1739077|0.396998|0.5138561|-0.36048397|-0.4870988|-0.6169839|-0.65529454|0.43291026|-0.38493624|-0.123346254|-0.36586225|0.20548809|-0.09165329|-0.3698443|-0.28391764|0.14826098|0.054916196|0.9875492|0.15568393|-0.14569128|-0.05628039|0.48633307|0.23318554|0.21417148|-0.33111715|-0.26259866|-0.28312838|-0.63573647|0.28214437|-0.13942462|0.032770157|-0.4400065|0.23017997
1158;0.16619278|-0.51788914|-0.088071615|0.884395|0.31219172|0.4034094|0.7735914|-0.7793061|-0.24381989|-0.27254876|-0.25527602|-0.96667695|-0.28603548|0.2834115|0.04295884|-0.36652997|-0.5907499|-0.3344372|-0.36884475|-0.028683603|0.00985916|0.2181197|0.13547486|0.61289585|-0.7188927|0.91656804|-0.11464088|0.03212732|0.197563|0.23725808|0.023917884|-0.0005580336|-0.7028327|0.41109356|0.287327|0.02812311|0.11741468|0.34948802|-0.18643495|0.17302099|-0.09628719|0.67028046|-0.46679217|-0.0527345|-0.2399968|-0.41200554|-0.17939946|0.506947|-0.49461764|0.20405388|0.13555028|0.052152455|0.22186162|0.9054377|-0.49341312|0.004078567|0.2432042|-0.21961015|-0.11770117|0.17736179|0.27262712|0.73711634|0.14112858|0.05216761|0.22566453|0.35587388|0.4177968|-0.18049994|0.13215727|0.53108704|-0.367038|-0.40282947|-0.4868294|-0.47672126|0.4806257|0.1558345|-0.26257688|-0.27919918|0.045237675|-0.087881625|-0.7118551|-0.27704015|0.21015604|-0.48996937|0.6595737|0.8339162|-0.08214973|-0.0682957|0.3536035|0.660676|0.13768324|0.11301537|-0.42974603|-0.5312673|-0.49537596|-0.12987605|-0.24443558|0.0034421086|-0.75886625|0.056038335
1159;-0.12999149|0.2813797|0.84576946|0.22166295|-0.23192276|0.4291299|0.18418583|-0.35630274|-0.63249105|0.060015425|0.09165022|-1.061374|-0.3118519|0.38669267|0.43034455|0.006211143|-0.14559357|-0.46804842|0.13155979|0.5280174|0.24699329|0.1596868|0.52548146|0.55065405|-0.3091309|0.39842993|0.27615333|-0.07361725|0.53812456|0.7274691|-0.2855966|-0.07559512|-0.8687469|-0.06407972|0.055975586|0.011095852|0.39035875|0.25791395|-0.09672299|-0.545876|-0.4328157|-0.47068602|-0.034229755|0.36001045|0.43877524|-0.3801921|0.45733267|0.5478148|0.10705087|-0.0009176731|0.46759495|0.5627657|0.2994689|0.8950349|-0.5017395|0.5457407|0.41231114|-0.21137628|-0.034072354|0.5024911|0.41456342|0.12427446|-0.06261805|0.23208182|0.40655613|0.51452684|0.46496087|-1.0149809|0.43029857|0.653396|-0.08616382|0.20514263|-0.44855654|-0.5499898|0.66453063|0.08925992|0.25114053|-0.736862|-0.066045016|0.7661366|-0.45634758|0.34189036|-0.003123276|-0.7159443|0.8357968|0.043481767|0.43890357|0.5658204|0.021779656|0.12419698|0.091076344|-0.26064834|-0.326405|-0.53922546|-0.64756656|0.17398722|0.24836566|0.19450817|-0.33914858|0.32696334
1160;0.22834332|-0.3326118|0.77050877|0.33274695|-0.19352023|0.6833918|0.017735422|-0.1274879|-0.34366238|-0.2737279|0.3893432|-0.58162886|-0.15132812|0.38812697|0.68689126|0.37963045|-0.04213214|-0.64357984|-0.4253226|0.49937966|-0.17939661|0.0021106899|0.1285936|-0.064878345|-0.20777139|0.41682726|-0.23883799|0.52584267|0.36705652|0.18648344|-0.6960027|0.08670488|-0.48234826|0.43145972|0.23142512|0.3464467|0.93655163|0.6809777|-0.049391165|-0.47529355|-0.21567902|0.24774104|-0.36232203|0.111141704|0.33144787|-0.35335255|-0.36892933|0.88806975|-0.5684969|0.6506163|0.030382141|0.34118223|0.006443858|0.52185154|-0.67309713|0.8736187|0.70594263|0.14857745|0.22218491|0.21832958|0.935239|0.3344943|-0.29916745|0.8901073|-0.2085694|0.78271157|-0.2637595|-0.781975|0.28002837|0.85001945|-0.4297185|0.2226549|-0.82964575|-0.58563113|0.5368352|-0.5273072|0.118618906|-0.5067466|0.103827104|0.44661507|-0.7037662|0.34862074|0.059404463|-0.25007534|0.7400738|0.28491044|0.56842417|0.32838696|0.1912672|-0.026697129|-0.1913067|-0.3863726|-0.05387315|-0.53367275|-0.16706651|0.28046113|0.28499094|-0.6563771|-0.58299756|0.16240254
1161;0.21172623|-0.00012503564|0.33874455|0.42652655|0.42987576|0.4734521|0.3880146|0.00882867|-0.22933617|0.20978987|0.52589476|-0.23710462|-0.38581365|0.57559514|0.12769759|-0.051257797|-0.72423524|-0.39245737|-0.3805298|-0.30611342|0.5775001|0.46928832|0.24816814|-0.030979067|0.046978965|0.5205846|-0.25890553|0.55953205|-0.0628421|0.14356686|-0.55022323|-0.04311967|-0.57279307|0.3232297|0.02904132|0.50923604|0.41532013|0.1396798|0.15413788|-0.31499076|-0.11702421|0.082023986|-0.59100676|-0.503448|-0.10720675|-0.84382236|-0.47154528|0.3905304|0.30283988|0.3261157|0.5733|0.3554555|0.47368163|0.65336835|-0.36682644|0.29677418|0.655203|0.05982601|-0.5867528|0.24416232|0.41962865|0.58806264|0.009010002|0.13158092|0.6176176|0.1752617|0.24719855|-0.39348364|0.29472318|0.53276646|-0.21794656|-0.04950406|-0.6406772|-0.60098505|0.22192892|-0.13195467|0.12382688|0.041344598|-0.02504298|0.45024562|-0.5212446|0.23644167|0.34202904|0.13521343|0.41278994|0.59805316|0.30877784|0.5576696|0.32997504|0.38319278|0.47135583|0.40293986|-0.10561478|-0.33061776|-0.2392118|0.47488287|-0.13582087|-0.2807128|-0.6862815|0.066252485
1162;0.024420157|0.46010825|0.8172617|-0.0027736127|-0.048950672|0.16785449|0.2776825|-0.5661864|-0.5131175|0.2654723|-0.33042556|-0.62067187|-0.3055521|0.7642369|0.4414708|-0.14014158|-0.7841102|-0.5811605|0.08995581|-0.060431093|0.2241921|0.22300632|0.4477483|0.59073067|-0.37483436|0.82842505|0.22818993|0.63842344|0.22850887|-0.083612636|-0.592248|-0.19617255|-0.12159197|0.36314029|0.5508691|0.41860127|-0.035703838|0.1683713|0.262504|0.1718724|0.10611402|0.43338597|-0.3444152|0.21547675|-0.25968224|0.073608845|-0.7930387|0.71714544|-0.44641155|0.43528333|0.5345301|0.31607112|0.74442595|1.3275565|-0.10969597|0.2874073|0.23319319|0.20875716|-0.69990563|-0.401228|0.16494285|0.2844573|-0.52544093|0.46322346|0.25991464|0.14326635|0.56085736|-0.39611793|0.77312434|0.23911285|-0.63881886|-0.42125386|-0.96540624|-0.71243554|0.57511497|-0.050145477|-0.060615256|-0.21616621|0.09915224|0.3000593|-0.75165564|0.38326406|-0.27220058|0.5290987|0.79795736|0.00038681924|-0.30271786|0.25741506|-0.03487155|0.37683585|0.4287525|-0.6434335|-0.25342226|-0.41211304|-0.5446838|-0.1969055|0.34729812|-0.37312078|-0.83440566|0.19609512
